6,Population ('000) (2)   ,All Causes   ,"Communicable, maternal, perinatal and nutritional conditions   ",A. Infectious and parasitic diseases  , 1. Tuberculosis , 2. STDs excluding HIV ,  a. Syphilis,  b. Chlamydia,  c. Gonorrhoea,  d. Trichomoniasis,  e. Genital herpes,  f. Other STDs, 3. HIV/AIDS , 4. Diarrhoeal diseases , 5. Childhood-cluster diseases ,  a. Whooping cough,  b. Diphtheria,  c. Measles,  d. Tetanus, 6. Meningitis , 7. Encephalitis , 8. Hepatitis ,  a. Acute hepatitis A,  b. Acute hepatitis B,  c. Acute hepatitis C,  d. Acute hepatitis E, 9. Parasitic and vector diseases ,  a. Malaria,  b. African Trypanosomiasis,  c. Chagas disease,  d. Schistosomiasis,  e. Leishmaniasis,  f. lymphatic filariasis,  g. Onchocerciasis,  h. Cysticercosis,  i. Echinococcosis,  j. Dengue,  k. Trachoma,  l. Yellow fever,  m. Rabies, 10. Intestinal nematode infections ,  a. Ascariasis,  b. Trichuriasis,  c. Hookworm disease,  d. Food-bourne trematodes, 11. Leprosy , 12. Other infectious diseases ,B. Respiratory Infectious   , 1. Lower respiratory infections , 2. Upper respiratory infections , 3. Otitis media ,C. Maternal conditions  ,D. Neonatal conditions  , 1. Preterm birth complications , 2. Birth asphyxia and birth trauma , 3. Neonatal sepsis and infections , 4. Other neonatal conditions ,E. Nutritional deficiencies  , 1. Protein-energy malnutrition , 2. Iodine deficiency , 3. Vitamin A deficiency , 4. Iron-deficiency anaemia , 5. Other nutritional deficiencies ,Noncommunicable diseases   ,A. Malignant neoplasms  , 1. Mouth and oropharynx cancers ,  a. Lip and oral cavity,  b. Nasopharynx,  c. Other pharynx, 2. Oesophagus cancer , 3. Stomach cancer , 4. Colon and rectum cancers , 5. Liver cancer ,  a. Liver cancer secondary to hepatitis B,  b. Liver cancer secondary to hepatitis C,  c. Liver cancer secondary to alcohol use,  d. Other liver cancer, 6. Pancreas cancer ," 7. Trachea, bronchus, lung cancers ", 8. Melanoma and other skin cancers ,  a. Malignant skin melanoma,  b. Non-melanoma skin cancer, 9. Breast cancer , 10. Cervix uteri cancer , 11. Corpus uteri cancer , 12. Ovary cancer , 13. Prostate cancer , 14. Testicular cancer , 15. Kidney cancer , 16. Bladder cancer , 17. Brain and nervous system cancers , 18. Gallbladder and biliary tract cancer , 19. Larynx cancer , 20. Thyroid cancer , 21. Mesothelioma ," 22. Lymphomas, multiple myeloma ",  a. Hodgkin lymphoma,  b. Non-Hodgkin lymphoma,  c. Multiple myeloma, 23. Leukaemia , 24. Other malignant neoplasms ,B. Other neoplasms  ,C. Diabetes mellitus  ,"D. Endocrine, blood, immune disorders  ", 1. Thalassaemias , 2. Sickle cell disorders and trait , 3. Other haemoglobinopathies and haemolytic anaemias ," 4. Other endocrine, blood and immune disorders ",E. Mental and substance use disorders  , 1. Depressive disorders ,  a. Major depressive disorder,  b. Dysthymia, 2. Bipolar disorder , 3. Schizophrenia , 4. Alcohol use disorders , 5. Drug use disorders ,  a. Opioid use disorders,  b. Cocaine use disorders,  c. Amphetamine use disorders,  d. Cannabis use disorders,  e. Other drug use disorders, 6. Anxiety disorders , 7. Eating disorders , 8. Autism and Asperger syndrome , 9. Childhood behavioural disorders ,  a. Attention deficit/hyperactivity syndrome,  b. Conduct disorder, 10. Idiopathic intellectual disability , 11. Other mental and behavioural disorders ,F. Neurological conditions  , 1. Alzheimer disease and other dementias , 2. Parkinson disease , 3. Epilepsy , 4. Multiple sclerosis , 5. Migraine , 6. Non-migraine headache , 7. Other neurological conditions ,G. Sense organ diseases  ,H. Cardiovascular diseases  , 1. Rheumatic heart disease , 2. Hypertensive heart disease , 3. Ischaemic heart disease , 4. Stroke ,  a. Ischaemic stroke,  b. Haemorrhagic stroke," 5. Cardiomyopathy, myocarditis, endocarditis ", 6. Other circulatory diseases ,I. Respiratory diseases  , 1. Chronic obstructive pulmonary disease , 2. Asthma , 3. Other respiratory diseases ,J. Digestive diseases  , 1. Peptic ulcer disease , 2. Cirrhosis of the liver ,  a. Cirrhosis due to hepatitis B,  b. Cirrhosis due to hepatitis C,  c. Cirrhosis due to alcohol use,  d. Other liver cirrhosis, 3. Appendicitis , 4. Gastritis and duodenitis , 5. Paralytic ileus and intestinal obstruction , 6. Inflammatory bowel disease , 7. Gallbladder and biliary diseases , 8. Pancreatitis , 9. Other digestive diseases ,K. Genitourinary diseases  , 1. Kidney diseases ,  a. Acute glomerulonephritis,  b. Chronic kidney disease due to diabetes,  c. Other chronic kidney disease, 2. Benign prostatic hyperplasia , 3. Urolithiasis , 4. Other urinary diseases , 5. Infertility , 6. Gynecological diseases ,L. Skin diseases  ,M. Musculoskeletal diseases  , 1. Rheumatoid arthritis , 2. Osteoarthritis , 3. Gout , 4. Back and neck pain , 5. Other musculoskeletal disorders ,N. Congenital anomalies  , 1. Neural tube defects , 2. Cleft lip and cleft palate , 3. Down syndrome , 4. Congenital heart anomalies , 5. Other chromosomal anomalies , 6. Other congenital anomalies ,O. Oral conditions  ,P. Sudden infant death syndrome  ,Injuries   ,A. Unintentional injuries  , 1. Road injury , 2. Poisonings , 3. Falls ," 4. Fire, heat and hot substances ", 5. Drowning , 6. Exposure to mechanical forces , 7. Natural disasters , 8. Other unintentional injuries ,B. Intentional injuries  , 1. Self-harm , 2. Interpersonal violence , 3. Collective violence and legal intervention 
Luxembourg,436,502.5587,22.64163,5.11055,0.5606745,.,.,.,.,.,.,.,0.4643455,0.6403625,.,.,.,.,.,0.5734179,0.54649,0.3725913,0.0289423,0.2248225,.,0.1188264,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.952668,13.45524,13.45524,.,.,0.151909,3.438259,1.58226,1.706923,0.1490762,.,0.4856749,0.1037255,.,.,0.3136945,0.0682549,435.9177,141.0259,5.449566,1.514675,0.1623891,3.772502,3.963596,5.998698,17.94235,3.786686,0.8566064,1.2614,1.445918,0.2227613,7.958538,30.40626,2.618027,2.288664,0.3293632,14.35725,1.13712,2.039339,3.277639,7.501162,0.0950826,3.313988,3.994546,5.869413,0.8311935,1.688329,0.3390797,0.5410873,6.119816,0.1925743,3.713636,2.213606,5.984438,5.812728,0.9342833,6.857103,2.355048,0.0254669,0.0127849,0.8766138,1.440182,5.578356,.,.,.,.,.,3.253632,2.312133,1.334719,0.0630459,0.1403284,.,0.7740401,.,0.0125913,.,.,.,.,.,.,21.39024,11.41458,3.847854,1.520971,0.5051282,.,.,4.101706,.,181.3776,0.0965837,5.187541,92.74898,54.88406,25.88574,28.99831,5.607856,22.85253,35.88643,25.47145,3.183081,7.231897,29.75714,1.479841,13.78014,2.951148,2.857364,7.16739,0.8042365,0.1807203,0.0688155,1.419077,0.8429527,1.270111,1.227331,9.488152,5.224383,4.309538,0.0021743,0.978077,3.329286,0.0426357,0.0467753,0.8195009,.,0.0059333,1.217867,1.779609,0.2175673,0.1719918,0.0695981,0.2927517,1.0277,1.573333,0.1339491,0.0017008,0.0133504,0.7602879,0.1425903,0.5214547,.,0.960379,43.99942,28.7304,10.31527,0.192459,5.444732,0.8320966,0.3729047,0.3932752,0.1300372,11.04962,15.26903,14.12199,1.147032,.
Madagascar,15767,1438.791,596.6429,327.3984,117.5511,5.629201,5.236557,0.0725983,0.2092354,.,.,0.1108106,3.979755,109.4426,22.04046,0.5557173,0.0487,18.94023,2.495817,23.14427,1.025769,2.506269,0.0200439,2.14071,0.0568398,0.2886749,26.37804,15.39742,.,.,6.725331,.,.,.,2.265808,0.0128628,0.0023294,.,.,1.974297,0.6447014,0.6447014,.,.,.,3.260734,11.79553,133.7166,133.0139,0.1575886,0.5451087,27.8507,57.48814,25.01764,20.93061,8.606504,2.933385,50.18897,42.30021,0.2973845,.,0.1320057,7.459373,736.1988,134.3247,8.364585,5.148579,1.034198,2.181809,10.44455,6.558462,7.483296,3.780978,1.228472,1.329484,0.8584814,0.3645407,2.69992,7.927551,1.474004,1.201303,0.2727011,8.682412,16.48402,0.9791338,1.110893,19.85233,0.2051121,0.8083219,2.974762,1.146138,0.953565,1.648997,1.218985,0.2530195,5.6677,0.5700568,3.570401,1.527242,3.962202,19.64375,2.193118,22.55132,5.280552,0.008999,1.851558,2.424778,0.9952171,1.69141,.,.,.,.,.,1.452103,0.2360773,0.1977198,0.0066842,0.003501,.,0.0281722,.,0.0032306,.,.,.,.,.,.,23.2309,19.03026,1.082446,2.598882,0.0766421,.,.,0.4426685,.,389.2584,7.735086,34.35065,119.6627,156.159,57.74192,98.41711,9.832874,61.51804,73.10974,48.06217,22.84188,2.205689,59.05822,8.395174,25.14344,5.98749,8.154393,6.936395,4.065157,1.679499,1.730901,11.89162,1.118273,2.318754,1.001766,5.778803,11.36657,7.695001,0.0295722,2.250375,5.415053,.,0.0528977,3.216874,.,0.4018012,3.493594,0.8419211,0.3746971,.,.,.,0.4672239,9.066111,2.274579,0.0952574,0.1589089,2.565366,0.3030262,3.668973,.,0.7322215,105.9498,87.20148,39.21171,4.017832,12.61969,6.882332,6.572737,3.484076,1.447277,12.96582,18.74836,8.532935,10.21543,2.45e-09
Malawi,11376,2270.62,1463.178,1127.536,44.6789,3.777632,3.430985,0.0623371,0.1907133,.,.,0.0935964,755.683,170.7248,5.451561,0.2965399,0.0244168,0.8811125,4.249492,33.8206,0.9658323,7.42816,0.1127908,6.152132,0.1919558,0.9712823,98.20021,83.2517,0.5918528,.,10.76151,0.0293666,.,.,3.028938,0.0550623,0.0039974,.,.,0.4777836,0.3705503,0.3705503,.,.,.,0.9683284,5.466344,155.9882,155.4746,0.2373536,0.2763023,47.97319,79.61253,30.60639,28.98425,15.95681,4.065065,52.06796,42.85469,0.3192305,.,0.0830312,8.811011,684.6037,130.9538,2.374988,1.82488,0.3812287,0.1688787,22.85794,3.428405,2.81057,1.632719,0.6846655,0.5322693,0.2126017,0.2031824,0.6123446,1.1326,1.398949,1.077152,0.3217973,4.83971,24.43189,0.6438969,0.835366,4.565087,0.2434126,0.6425974,4.547289,0.535101,0.1388819,0.6177472,1.081049,0.0808518,5.25433,0.7309608,4.202112,0.3212569,0.6919991,45.55604,2.682245,30.75382,8.47362,0.0461977,2.247346,4.439521,1.740555,2.523663,.,.,.,.,.,2.194612,0.3260985,0.2725379,0.0090567,0.0048142,.,0.0396896,.,0.0029528,.,.,.,.,.,.,35.61783,29.64449,1.62454,3.714159,0.0710212,.,.,0.5636157,.,304.7618,4.429932,25.71871,128.2847,95.58118,42.80562,52.77555,6.095742,44.6515,45.81069,31.45804,13.08748,1.265167,86.21584,14.10897,32.92938,8.163465,10.82708,8.958189,4.980645,2.508445,2.940308,17.67752,1.634661,3.808237,1.638596,8.969734,18.83911,12.86976,0.0331594,3.688699,9.147902,.,0.0911135,5.556434,.,0.3218036,4.44323,1.067889,0.5226439,.,.,.,0.5452453,11.65907,2.866025,0.1278837,0.1883774,3.238339,0.3442167,4.89423,.,0.801181,122.8385,103.0602,40.63807,3.81761,20.99451,9.016089,8.542704,4.417725,.,15.63344,19.77836,11.90776,7.808339,0.0622619
Malaysia,23186,842.5588,151.3714,61.17641,11.10851,0.1128096,0.0342828,0.0150868,0.0420085,.,.,0.0214316,36.50991,3.458105,0.3537237,0.0112761,0.0011236,0.1855622,0.1557618,2.173268,1.41944,1.282531,0.0347913,1.044295,0.0453519,0.1580925,1.048848,0.1721803,.,.,.,.,.,.,0.2940087,.,0.4590705,.,.,0.1235887,0.0493349,0.0493349,.,.,.,0.040657,3.61927,81.5598,81.54633,0.0130623,0.0004016,1.193984,6.6734,3.819594,1.598871,0.8238448,0.4310909,0.767823,0.46021,0.016022,.,0.008214,0.283377,628.8749,104.5429,5.487621,1.291973,3.459292,0.7363552,1.814568,5.870743,11.23557,8.258541,4.640605,0.8455032,0.9856729,1.786759,3.440484,21.17864,0.958899,0.2171223,0.7417767,9.967819,3.445328,1.054091,2.581323,2.635341,0.1114717,1.02332,1.433825,1.115479,0.8505987,0.7872375,1.225203,0.0441372,5.07176,0.2858446,4.05706,0.7288556,4.649345,10.30156,2.264672,24.6211,3.333131,0.0760598,0.0012969,1.772484,1.48329,3.054912,.,.,.,.,.,1.635805,1.411514,1.035618,0.025828,0.0125615,.,0.3375068,.,0.0075928,.,.,.,.,.,.,47.92225,44.00622,2.527059,0.7822245,0.0697673,.,.,0.5369834,.,325.0064,3.059828,4.44616,203.5447,89.72049,32.08575,57.63474,6.010413,18.22485,45.60981,36.35574,7.875885,1.378192,36.05763,9.251824,12.10222,5.812479,1.151836,1.97169,3.166213,0.5361633,0.1322884,4.434886,0.3309225,2.123014,2.34022,4.806089,25.45904,19.75623,0.0095576,10.88521,8.861465,.,0.0761294,5.596428,.,0.0302567,4.299754,1.062607,0.0623576,.,.,.,1.000249,5.567896,0.3086547,0.0054641,0.1648205,2.987155,0.6249268,1.476875,.,0.0727614,62.3125,50.05747,30.63583,0.9287559,3.932034,1.83529,2.979181,1.175554,0.0631946,8.50763,12.25503,7.400968,4.845299,0.0087649
Maldives,280,936.1491,92.70487,16.99203,2.18e-06,0.4732967,0.380597,0.0128968,0.0521048,.,.,0.0276981,1.346051,6.822459,0.3181687,0.0429781,0.0035672,0.149493,0.1221305,1.377238,1.448314,0.9471194,0.0686816,0.7509747,0.0222649,0.1051981,1.842525,.,.,.,.,.,.,.,.,.,1.842525,.,.,.,0.0031316,0.0031316,.,.,.,0.7549231,1.658796,30.75934,30.68248,0.038779,0.0380802,3.618312,34.18282,20.34648,6.494325,3.656231,3.68579,7.15237,4.496377,0.0401374,.,0.1635511,2.452304,799.3476,122.3858,11.58042,6.463681,0.6773594,4.439382,6.701594,7.979362,7.417286,4.226792,1.981576,0.9172146,0.7103229,0.6176786,1.989887,12.20876,1.191352,0.4291417,0.7622107,9.444214,5.779688,0.6967929,4.081746,3.686063,0.0400642,0.8776588,1.945124,1.542187,1.267487,2.233769,3.163488,0.6148085,3.585532,0.2735207,2.346156,0.9658546,4.864873,25.2668,0.4845616,32.26729,10.09454,0.4594465,0.001576,4.081513,5.552009,1.226991,.,.,.,.,.,0.4497754,0.7625653,0.3360901,0.0931804,0.0399007,.,0.2933941,.,0.0146498,.,.,.,.,.,.,45.83419,39.41336,2.778116,2.574331,0.06933,.,.,0.9990551,.,390.8658,7.738975,14.20243,266.5392,83.38658,31.57335,51.81323,3.602286,15.39638,99.62023,82.54318,7.446878,9.630174,22.37409,2.746027,14.46202,5.25905,2.622383,2.860441,3.720142,0.46711,0.0259724,1.924152,0.4230426,0.2721351,0.5110456,1.542585,56.1673,53.20232,0.026249,28.58186,24.59421,.,0.1253022,2.831691,.,0.0079883,3.346616,0.8930693,0.1493126,.,.,.,0.7437567,13.16723,0.4868458,0.0026656,1.550992,3.634379,3.270884,4.221461,.,0.619926,44.09667,33.2605,3.684122,0.1883755,8.917882,3.440567,9.20114,2.036633,.,5.791781,10.83617,6.451853,4.384314,.
Mali,10968,2045.758,1020.339,647.1008,32.86357,13.48725,12.81639,0.1382646,0.3469345,.,.,0.1856619,75.7716,280.9565,40.83272,1.28156,0.2905742,22.21687,17.04372,53.50837,1.855597,7.60502,0.067606,5.900261,0.1640419,1.473112,119.938,92.80003,.,.,18.4619,.,.,.,3.407268,0.0211385,0.0050445,.,1.341758,3.90087,0.224646,0.224646,.,.,.,0.781703,19.27583,142.6126,142.1097,0.4701935,0.0326997,55.96242,110.0583,52.62754,35.63376,18.85163,2.945344,64.60472,59.37679,0.2797369,.,0.2247317,4.723461,900.0839,106.1234,2.850819,1.945523,0.1050928,0.8002025,0.9580769,11.44477,5.41146,4.353015,2.222339,0.926588,0.6213187,0.5827692,1.344996,2.237015,1.059203,0.7663629,0.2928399,11.22786,25.38424,1.111954,2.807509,5.255954,0.6250139,1.4437,5.682382,0.5510102,0.492746,0.4839012,2.218627,0.3948346,3.887872,0.8526341,2.638154,0.3970845,1.008112,13.88829,1.534361,34.84012,17.89974,0.0183855,11.2956,3.621321,2.964433,3.213025,.,.,.,.,.,1.9788,1.230749,1.104314,0.023589,0.0124799,.,0.090366,.,0.003476,.,.,.,.,.,.,41.40941,34.52585,2.123185,3.948223,0.1158136,.,.,0.6963436,.,432.0573,11.56322,15.5476,214.1348,145.4163,67.15265,78.26364,8.22594,37.16952,96.76114,59.84727,29.43628,7.477589,106.2893,14.34345,50.17983,19.2131,12.07556,11.73437,7.156806,3.96146,1.564278,16.40879,1.459073,2.541074,4.07458,11.75672,34.57357,23.12275,0.0204062,6.307996,16.79435,.,0.1270169,10.82833,.,0.4954688,4.535821,1.147902,0.2878579,.,.,.,0.8600441,19.03807,5.770628,0.1399741,0.1776084,4.247334,0.287336,8.415191,.,0.6608235,125.3355,102.1088,26.3886,4.125046,20.0273,8.757925,10.93674,8.485264,0.2146434,23.17331,23.22667,9.030642,14.19603,5.96e-10
Malta,397,534.8136,45.14921,4.932881,0.4639675,0.0005623,0.0005623,.,.,.,.,.,0.2465272,0.0562697,0.0490727,.,.,.,0.0490727,1.574456,0.7146721,0.4023227,0.0399459,0.1762384,.,0.1861384,0.1219588,.,.,.,.,0.1219588,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.303072,33.82076,33.59815,0.2225254,8.2e-05,0.1506385,6.18866,4.624336,0.8614389,0.3822463,0.3206379,0.0562697,.,.,.,0.0562697,.,466.1203,128.5904,3.229915,1.288994,1.302461,0.6384609,1.728373,7.528237,16.61597,2.029609,0.5084601,0.8039712,0.5447835,0.1723946,8.223768,22.49967,1.848507,1.182902,0.6656047,17.10875,0.7827914,1.827774,4.145476,7.173052,0.2399564,3.096111,4.798628,5.022179,1.193147,1.303254,0.6704812,0.6600635,7.652543,0.3773401,5.20961,2.065593,5.206529,4.005616,2.064155,16.21652,1.543602,0.0354607,0.0026782,0.7280536,0.7774093,1.996893,.,.,.,.,0.1125394,0.410248,1.241145,0.8233967,0.0248608,0.0926361,.,0.3002511,.,0.0444046,.,.,.,.,0.1885568,.,11.83555,3.888608,2.779812,0.6473817,0.0716961,.,.,4.448054,.,231.2384,0.9824198,1.957999,158.4685,53.39242,28.14384,25.24858,2.892217,13.54487,29.53982,23.67502,1.542534,4.32227,16.98598,2.392528,3.731455,0.8148752,0.9001406,1.710229,0.3062104,0.10976,0.1306304,1.002513,0.38686,0.8429348,0.8616144,7.527688,10.67372,9.466909,0.0155509,2.989532,6.461826,0.171329,0.0425548,0.9924335,.,0.0004944,9.557813,2.079586,0.6929873,.,.,.,1.386599,3.579588,0.2428171,0.0026358,0.1991936,1.148839,0.5283643,1.457738,0.0601644,0.1581226,23.54405,16.82094,4.740558,0.1645988,6.545624,0.2555642,2.192141,0.5545594,.,2.36789,6.723112,5.669301,0.9570658,0.0967447
Mauritania,2709,1376.368,659.5898,373.828,111.2499,9.145931,8.852251,0.05874,0.1555601,.,.,0.0793795,19.06673,127.6303,20.04308,0.4777133,0.1613186,14.60427,4.799784,22.47857,1.127129,3.757804,0.0351165,3.021636,0.0912612,0.6097906,48.6548,33.41511,.,.,11.07872,.,.,.,1.706698,.,0.0014778,.,1.121549,1.33125,0.0512862,0.0512862,.,.,.,0.5547106,10.06776,150.9199,150.7637,0.1258038,0.0303169,35.81478,76.50492,39.57711,21.50336,13.43861,1.985836,22.52224,21.1858,0.1431243,.,0.063319,1.129992,616.9731,76.46824,1.731438,1.139811,0.1816158,0.4100108,0.581466,4.087221,3.07646,15.81207,9.217636,2.654953,1.896119,2.043365,1.291715,1.477298,1.07656,0.8275503,0.2490094,7.32104,12.42468,0.670005,1.645018,6.465911,0.1504171,0.6709229,2.064764,0.3903182,0.5550241,0.6111887,1.077218,0.2879317,3.449773,0.6219167,2.365128,0.4627284,1.096878,8.452924,1.86941,25.5979,9.853652,0.2088461,3.470305,2.845214,3.329287,1.970741,.,.,.,.,.,1.238673,0.7295091,0.6351942,0.0150051,0.0082229,.,0.0710868,.,0.0025588,.,.,.,.,.,.,34.77097,29.74451,2.008691,2.258302,0.1072416,.,.,0.6522282,.,311.797,4.81085,9.79213,178.0477,90.89415,51.81867,39.07549,5.217035,23.03512,38.37519,24.72333,10.68313,2.968727,70.24962,7.237469,32.43188,14.59529,6.204635,7.267492,4.36446,2.577417,0.9154508,12.64668,1.115813,1.866406,3.033251,8.425255,30.8117,20.13181,0.0134312,5.743649,14.37473,.,0.1125739,10.33454,.,0.2327657,4.225065,0.914464,0.2030053,.,.,.,0.7114586,9.586077,3.185923,0.0884705,0.1503519,1.991337,0.2981569,3.871838,.,0.4831462,99.80475,78.68239,32.30998,2.113386,15.0791,5.147661,5.345288,4.116027,.,14.57095,21.12236,6.171897,14.82543,0.1250275
Mauritius,1185,883.9629,67.13951,12.92698,0.5763231,0.2239557,0.148507,0.0151577,0.0398689,.,.,0.0204221,.,2.128292,0.1017085,.,0.0003223,.,0.1013862,0.7971516,3.967368,0.1555145,0.0206928,0.000147,.,0.1346747,1.490446,.,.,.,.,.,.,.,1.397329,.,0.0931168,.,.,.,0.0005042,0.0005042,.,.,.,.,3.485711,31.09749,30.58975,0.5077312,6.44e-06,0.5760651,19.08062,13.4287,3.562499,1.486887,0.6025399,3.458359,0.4369683,0.0006565,.,2.929901,0.0908328,774.7069,74.21362,4.137242,2.53561,0.5206614,1.08097,2.865356,9.729478,5.497653,3.131567,0.7635188,0.9500424,0.8819848,0.5360208,3.101073,8.296007,0.2821925,0.1140118,0.1681808,6.707567,6.128766,1.06155,1.210086,3.570663,0.0931046,1.483772,1.980446,1.301264,1.266382,1.35013,0.3423404,.,2.262461,0.308888,0.9873504,0.9662224,3.991542,4.42298,1.606511,121.3488,3.70342,0.1213274,0.0013046,1.602968,1.97782,3.871956,.,.,.,.,0.2901918,3.326916,0.2335423,0.1318521,0.0117471,0.0082457,.,0.0816974,.,0.0213058,.,.,.,.,.,.,7.287485,1.271907,0.2963137,2.163549,.,.,.,3.555716,.,411.2121,0.4922296,12.86623,231.4291,142.9359,51.91973,91.01616,2.108168,21.38051,72.90261,50.51414,12.91006,9.478409,39.33999,2.421737,14.63986,5.789628,2.843209,3.077191,2.92983,0.004168,0.5621118,1.202464,0.1646357,0.6174813,2.845008,16.88253,29.19704,28.12322,0.0076388,14.67683,13.43875,0.1013862,0.0183149,0.9412112,.,0.0129108,0.6013315,1.556863,0.408387,.,.,.,1.148476,7.633639,0.1653676,0.0048231,0.1411421,4.13238,0.1095269,3.0804,.,0.2315769,42.11649,28.17009,15.81451,0.2403074,2.738455,2.82359,2.917307,0.1532826,.,3.482644,13.94639,10.76148,3.039139,0.1457674
Mexico,101720,628.4544,85.96664,25.14536,5.246629,0.200855,0.1443989,0.010828,0.0324251,.,.,0.013203,4.874736,7.064581,0.1010734,0.0070224,0.0016463,.,0.0924047,0.770944,1.561085,2.009786,0.1634644,0.7282179,.,1.118104,0.9062918,.,.,0.0353017,.,7.55e-05,.,.,0.844113,0.0170528,0.0005229,.,.,0.0092259,0.0283947,0.0267373,.,0.0016574,.,.,2.380984,23.47173,23.141,0.2821386,0.0485946,1.8,17.68756,9.201428,3.881932,2.902814,1.701385,17.86199,13.80916,0.008814,0.0016076,2.533289,1.50912,482.5822,85.05844,1.322008,0.7704158,0.0676336,0.483959,1.333797,8.504516,4.416996,6.716511,1.558534,2.471604,2.084685,0.601689,4.326558,10.17707,1.806884,0.5802295,1.226655,5.654879,7.900159,0.5377295,1.788779,6.764172,0.3490284,2.00241,1.083051,2.12925,3.082488,1.484738,0.6525896,0.2378842,4.172115,0.6113857,2.488709,1.07202,4.159158,4.455669,4.128821,75.57268,7.555791,0.0635414,0.0837878,1.114373,6.294089,6.971548,.,.,.,0.0095584,0.1309166,5.781473,0.9830173,0.6266425,0.0669311,0.0307762,.,0.2586676,.,0.0625586,.,.,.,.,0.0040245,.,8.981346,2.558533,1.097875,1.805535,0.1655337,.,.,3.353869,0.0272989,148.4457,1.904022,6.284755,87.02307,40.96704,19.31202,21.65502,1.584579,10.68223,40.72438,30.86935,3.352793,6.502231,65.11451,4.455895,37.32951,8.003984,10.16485,13.63286,5.527821,0.6331027,1.433107,2.046231,0.226786,2.335764,1.669146,14.98496,22.98132,19.61673,0.0162112,5.155708,14.44482,0.8165398,0.2221548,2.24018,.,0.0857128,1.560438,4.073813,1.44998,0.4359065,0.0724003,0.0745452,2.040981,11.03049,0.9201453,0.0819727,0.4658898,5.117833,0.2183871,4.226263,0.1044891,0.2511531,59.90557,43.51549,12.58088,0.7534114,3.262126,0.9329646,3.008016,1.55858,0.3836552,21.03586,16.39008,3.965392,12.41967,0.0050134
Micronesia (Federated States of),107,1054.35,183.9964,66.05948,20.96267,5.334546,5.083208,0.0486739,0.131382,.,.,0.0712819,.,24.05307,2.944963,0.2407198,0.0089189,2.155284,0.5400399,4.083346,0.5016733,0.8796274,0.0277116,0.7460818,0.0174494,0.0883848,0.1474191,.,.,.,.,.,.,.,.,.,0.1474191,.,.,.,0.1539493,0.1539493,.,.,.,1.192309,5.805912,64.46061,64.38549,0.0705053,0.0046096,5.151955,39.11333,18.20843,13.221,4.312253,3.371653,9.21103,8.997824,0.0437065,.,0.0191101,0.1503898,805.504,111.8391,4.379719,2.009251,1.135952,1.234516,2.029956,9.463532,8.833359,9.843855,5.923757,0.5087531,1.89639,1.514954,4.13572,20.06639,2.049148,0.6481104,1.401037,10.0683,5.65133,3.045416,1.912326,8.763441,0.1320925,0.9691656,1.342578,1.542148,1.117145,1.282404,0.5995044,0.1572068,4.284191,0.3271138,2.704393,1.252684,5.097524,5.072641,1.279958,81.4355,7.145486,0.0890205,0.0004136,0.9201891,6.135863,1.17452,.,.,.,.,.,0.6192296,0.5513216,0.3162027,0.0287721,0.0116313,.,0.1947156,.,0.0039692,.,.,.,.,.,.,36.78563,32.58909,1.90912,1.204227,0.0729756,.,.,1.010215,.,372.3712,13.60874,24.55863,164.326,133.8085,50.91714,82.89137,12.27081,23.79848,80.24429,53.10974,21.17185,5.962704,38.99352,7.315972,16.86908,8.640459,0.7688309,2.499559,4.960228,1.968532,0.2150236,2.500271,0.7509919,3.052122,1.147347,5.174186,55.4812,49.92891,0.0524783,25.39515,24.48128,.,0.1915084,5.331638,.,0.0291497,5.928608,1.383185,0.1946868,.,.,.,1.188498,11.08962,0.9639686,0.0074611,0.3903596,4.430894,0.3687678,4.928166,.,0.3522318,64.84955,47.37337,19.59426,1.422531,3.389107,2.134944,8.149391,2.898232,.,9.784904,17.47618,12.55965,4.916531,.
