6,Population ('000) (2)   ,All Causes   ,"Communicable, maternal, perinatal and nutritional conditions   ",A. Infectious and parasitic diseases  , 1. Tuberculosis , 2. STDs excluding HIV ,  a. Syphilis,  b. Chlamydia,  c. Gonorrhoea,  d. Trichomoniasis,  e. Genital herpes,  f. Other STDs, 3. HIV/AIDS , 4. Diarrhoeal diseases , 5. Childhood-cluster diseases ,  a. Whooping cough,  b. Diphtheria,  c. Measles,  d. Tetanus, 6. Meningitis , 7. Encephalitis , 8. Hepatitis ,  a. Acute hepatitis A,  b. Acute hepatitis B,  c. Acute hepatitis C,  d. Acute hepatitis E, 9. Parasitic and vector diseases ,  a. Malaria,  b. African Trypanosomiasis,  c. Chagas disease,  d. Schistosomiasis,  e. Leishmaniasis,  f. lymphatic filariasis,  g. Onchocerciasis,  h. Cysticercosis,  i. Echinococcosis,  j. Dengue,  k. Trachoma,  l. Yellow fever,  m. Rabies, 10. Intestinal nematode infections ,  a. Ascariasis,  b. Trichuriasis,  c. Hookworm disease,  d. Food-bourne trematodes, 11. Leprosy , 12. Other infectious diseases ,B. Respiratory Infectious   , 1. Lower respiratory infections , 2. Upper respiratory infections , 3. Otitis media ,C. Maternal conditions  ,D. Neonatal conditions  , 1. Preterm birth complications , 2. Birth asphyxia and birth trauma , 3. Neonatal sepsis and infections , 4. Other neonatal conditions ,E. Nutritional deficiencies  , 1. Protein-energy malnutrition , 2. Iodine deficiency , 3. Vitamin A deficiency , 4. Iron-deficiency anaemia , 5. Other nutritional deficiencies ,Noncommunicable diseases   ,A. Malignant neoplasms  , 1. Mouth and oropharynx cancers ,  a. Lip and oral cavity,  b. Nasopharynx,  c. Other pharynx, 2. Oesophagus cancer , 3. Stomach cancer , 4. Colon and rectum cancers , 5. Liver cancer ,  a. Liver cancer secondary to hepatitis B,  b. Liver cancer secondary to hepatitis C,  c. Liver cancer secondary to alcohol use,  d. Other liver cancer, 6. Pancreas cancer ," 7. Trachea, bronchus, lung cancers ", 8. Melanoma and other skin cancers ,  a. Malignant skin melanoma,  b. Non-melanoma skin cancer, 9. Breast cancer , 10. Cervix uteri cancer , 11. Corpus uteri cancer , 12. Ovary cancer , 13. Prostate cancer , 14. Testicular cancer , 15. Kidney cancer , 16. Bladder cancer , 17. Brain and nervous system cancers , 18. Gallbladder and biliary tract cancer , 19. Larynx cancer , 20. Thyroid cancer , 21. Mesothelioma ," 22. Lymphomas, multiple myeloma ",  a. Hodgkin lymphoma,  b. Non-Hodgkin lymphoma,  c. Multiple myeloma, 23. Leukaemia , 24. Other malignant neoplasms ,B. Other neoplasms  ,C. Diabetes mellitus  ,"D. Endocrine, blood, immune disorders  ", 1. Thalassaemias , 2. Sickle cell disorders and trait , 3. Other haemoglobinopathies and haemolytic anaemias ," 4. Other endocrine, blood and immune disorders ",E. Mental and substance use disorders  , 1. Depressive disorders ,  a. Major depressive disorder,  b. Dysthymia, 2. Bipolar disorder , 3. Schizophrenia , 4. Alcohol use disorders , 5. Drug use disorders ,  a. Opioid use disorders,  b. Cocaine use disorders,  c. Amphetamine use disorders,  d. Cannabis use disorders,  e. Other drug use disorders, 6. Anxiety disorders , 7. Eating disorders , 8. Autism and Asperger syndrome , 9. Childhood behavioural disorders ,  a. Attention deficit/hyperactivity syndrome,  b. Conduct disorder, 10. Idiopathic intellectual disability , 11. Other mental and behavioural disorders ,F. Neurological conditions  , 1. Alzheimer disease and other dementias , 2. Parkinson disease , 3. Epilepsy , 4. Multiple sclerosis , 5. Migraine , 6. Non-migraine headache , 7. Other neurological conditions ,G. Sense organ diseases  ,H. Cardiovascular diseases  , 1. Rheumatic heart disease , 2. Hypertensive heart disease , 3. Ischaemic heart disease , 4. Stroke ,  a. Ischaemic stroke,  b. Haemorrhagic stroke," 5. Cardiomyopathy, myocarditis, endocarditis ", 6. Other circulatory diseases ,I. Respiratory diseases  , 1. Chronic obstructive pulmonary disease , 2. Asthma , 3. Other respiratory diseases ,J. Digestive diseases  , 1. Peptic ulcer disease , 2. Cirrhosis of the liver ,  a. Cirrhosis due to hepatitis B,  b. Cirrhosis due to hepatitis C,  c. Cirrhosis due to alcohol use,  d. Other liver cirrhosis, 3. Appendicitis , 4. Gastritis and duodenitis , 5. Paralytic ileus and intestinal obstruction , 6. Inflammatory bowel disease , 7. Gallbladder and biliary diseases , 8. Pancreatitis , 9. Other digestive diseases ,K. Genitourinary diseases  , 1. Kidney diseases ,  a. Acute glomerulonephritis,  b. Chronic kidney disease due to diabetes,  c. Other chronic kidney disease, 2. Benign prostatic hyperplasia , 3. Urolithiasis , 4. Other urinary diseases , 5. Infertility , 6. Gynecological diseases ,L. Skin diseases  ,M. Musculoskeletal diseases  , 1. Rheumatoid arthritis , 2. Osteoarthritis , 3. Gout , 4. Back and neck pain , 5. Other musculoskeletal disorders ,N. Congenital anomalies  , 1. Neural tube defects , 2. Cleft lip and cleft palate , 3. Down syndrome , 4. Congenital heart anomalies , 5. Other chromosomal anomalies , 6. Other congenital anomalies ,O. Oral conditions  ,P. Sudden infant death syndrome  ,Injuries   ,A. Unintentional injuries  , 1. Road injury , 2. Poisonings , 3. Falls ," 4. Fire, heat and hot substances ", 5. Drowning , 6. Exposure to mechanical forces , 7. Natural disasters , 8. Other unintentional injuries ,B. Intentional injuries  , 1. Self-harm , 2. Interpersonal violence , 3. Collective violence and legal intervention 
Czechia,10290,692.8341,24.44623,2.435339,0.8355409,0.0196672,0.0090798,0.0019579,0.005879,.,.,0.0027505,0.0232739,0.0331096,0.0002773,.,0.0002773,.,.,0.6126796,0.4259627,0.1317402,0.0069067,0.0908234,.,0.0340101,0.0302117,.,.,.,.,.,.,.,.,0.0302117,.,.,.,.,.,.,.,.,.,.,0.3228758,17.26998,17.2307,0.0392753,6.47e-06,0.061831,4.520753,1.868093,1.091851,0.2255083,1.335301,0.1583178,0.0809216,0.0001449,.,0.0472957,0.0299556,615.4114,184.6433,4.287121,2.407373,0.1503738,1.729375,2.86757,10.28908,28.81056,6.027604,1.295687,1.305676,3.10444,0.3218006,10.03521,37.68523,2.839332,2.168316,0.671016,13.02359,3.136142,3.278626,4.681342,8.211174,0.3468832,8.50818,4.749793,5.880096,6.018989,1.946429,0.7399171,0.2032108,6.775224,0.7629622,3.854911,2.157351,6.324165,7.977782,1.08372,8.689677,1.038001,0.0170688,0.0179271,0.2524643,0.7505412,3.728369,.,.,.,.,0.0517703,2.104015,1.527197,0.9756451,0.0148656,0.0715526,.,0.465134,.,0.0453862,.,.,.,.,.,.,9.493006,3.276896,1.044076,1.253343,0.6873773,.,.,3.231315,.,344.615,2.011011,4.473458,208.606,103.4943,71.47564,32.01869,2.41286,23.61727,20.59398,17.33587,1.042592,2.215512,28.69118,3.840383,12.63466,3.5224,1.912919,3.841745,3.357593,0.1519817,0.2392996,1.24881,0.3072548,1.286741,2.547717,6.434336,9.839632,8.684647,0.0262341,2.585992,6.07242,0.2385172,0.0631488,0.8513351,.,0.0019845,0.1127133,0.283959,0.0314422,.,.,0.0342935,0.2182232,2.324351,0.0509597,0.0012999,0.0967444,1.075609,0.1744627,0.9252748,.,0.2746133,52.97645,37.37681,10.19793,0.3786751,12.61918,0.5442784,2.095636,0.7452054,0.0340272,10.76188,15.59964,14.11845,1.473373,0.0078152
Democratic People's Republic of Korea,22929,1145.109,475.8038,203.8486,180.9483,0.2038834,0.1733519,0.0055551,0.0172894,.,.,0.007687,0.0740737,13.81539,0.8524335,0.1442651,0.002883,0.0965247,0.6087606,2.475888,2.280971,0.9771517,0.0132581,0.8814573,0.0161786,0.0662576,0.689964,.,.,.,.,.,.,.,0.4277575,0.0304659,.,.,.,0.2317406,0.8821214,0.0095291,.,.,0.8725923,.,0.6484659,34.94263,34.8772,0.0636409,0.0017888,1.985691,40.7846,21.40614,12.26924,4.644986,2.464228,194.2422,193.943,0.0234058,.,0.034177,0.2416414,606.7325,151.9708,1.694779,0.6984288,0.7741671,0.2221829,5.419015,12.48601,14.19111,17.87136,10.053,2.129505,3.290199,2.398661,5.624985,52.17654,0.7097883,0.1174977,0.5922906,8.037991,3.530724,1.216021,2.043231,0.5266377,0.8747878,2.889301,2.846347,4.329396,2.485242,1.375752,0.462948,0.2835395,2.494399,0.2014046,1.830325,0.4626695,4.010965,4.389908,1.330066,8.847045,2.141349,0.6067016,0.0015865,0.6623713,0.8706896,3.064664,.,.,.,.,.,1.025108,2.036033,1.367247,0.1302295,0.0706104,.,0.4679462,.,0.0035223,.,.,.,.,.,.,24.46656,21.08819,1.253579,1.538169,0.071386,.,.,0.5152364,.,260.6234,10.13855,13.48034,92.18711,133.4172,44.70497,88.71223,2.225598,9.174615,110.8836,107.061,2.554347,1.268301,21.41717,4.533633,10.64924,5.47326,1.137927,1.520097,2.517959,0.2365075,0.9787863,1.233588,0.4078076,1.233808,0.6493221,1.494474,11.00092,10.23217,0.438106,4.80097,4.993097,.,0.1287866,0.6030376,.,0.0369263,0.4574865,1.111181,0.6308673,.,.,.,0.4803139,9.116507,0.4602898,0.185065,0.0654279,5.622111,0.0706073,2.713006,.,0.3017022,62.57243,45.47835,19.91058,2.164532,5.320844,1.435574,8.013847,3.144895,0.2197679,5.268305,17.09408,10.22812,5.931855,0.9341103
Democratic Republic of the Congo,47076,1774.712,983.5102,650.9754,118.6651,5.591874,5.14829,0.0837642,0.2409608,.,.,0.1188588,102.8281,136.6777,34.14706,1.750151,0.5373722,23.39018,8.469359,28.21069,0.9558282,4.894186,0.068148,4.004224,0.1176315,0.7041825,201.9721,141.2877,38.47242,.,11.97338,0.0268728,.,.,7.218894,0.0743166,0.0029324,.,0.8782531,2.037251,0.9448618,0.9448618,.,.,.,0.9172592,15.17057,141.5092,141.1797,0.2515007,0.0780421,44.6407,74.39533,33.80043,28.17562,9.184171,3.235116,71.98956,55.186,0.4259219,.,0.1562532,16.22138,677.2538,105.1448,4.278082,2.494949,1.108178,0.6749542,6.2574,6.365383,4.803527,10.41875,2.804112,4.438016,2.257662,0.9189643,1.01463,1.091639,2.073108,1.563213,0.5098947,7.58663,15.33655,1.10698,1.62281,13.37698,0.0637689,0.537927,1.543424,0.4390931,0.1501707,0.864524,0.8182968,0.0261702,3.936663,0.4866084,2.268617,1.181437,2.284354,19.14796,1.954721,27.42527,7.973663,0.0013016,4.459217,2.293221,1.219923,3.039112,.,.,.,.,.,1.963039,1.070999,0.9366365,0.0222827,0.0116628,.,0.1004166,.,0.0050745,.,.,.,.,.,.,39.03785,33.84307,1.270722,3.33217,0.0676801,.,.,0.5242121,.,323.9415,8.253136,26.0251,123.0984,130.7514,56.10846,74.64296,6.378597,29.43485,53.59524,36.45002,15.90802,1.237201,82.94349,15.23798,30.94716,7.308919,12.77933,6.676295,4.182618,3.074398,3.147218,13.1251,1.854432,4.152292,1.804408,9.600502,15.04203,10.94675,0.037756,3.092977,7.816021,.,0.0593253,3.714098,.,0.3218555,4.776724,1.17521,0.536136,.,.,.,0.639074,10.33867,2.526549,0.098326,0.2708457,2.682413,0.3760645,4.384471,.,0.8655278,113.9475,77.6435,27.68054,3.250557,10.90835,6.975921,10.51247,5.153418,.,13.16223,36.30396,10.94766,15.73693,9.619359
Denmark,5341,573.1263,21.02966,4.3729,0.4237873,0.0592616,0.024628,0.0067562,0.0186625,.,.,0.0092149,0.5196135,0.5358498,0.000137,.,0.000137,.,.,0.7414697,0.3890617,0.1603861,0.0065888,0.1136966,.,0.0401007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.543333,10.65874,10.52456,0.124824,0.0093559,0.1141919,4.25559,2.549418,1.102855,0.1580276,0.4452894,1.628239,0.3960066,0.0004313,.,0.7574571,0.474344,512.1332,176.1732,4.276265,2.286579,0.1874187,1.802267,5.434179,4.624775,24.68892,3.134064,0.279068,1.098311,1.617426,0.1392589,9.054515,40.51368,3.388527,2.934824,0.4537026,17.69399,1.699196,2.614771,5.615237,11.7686,0.3273494,5.056019,6.968733,5.255046,1.300541,1.677153,0.5200667,1.209089,7.925645,0.3531905,4.662255,2.910199,5.867235,5.559651,4.83369,15.11255,5.139564,0.0464497,0.0156334,0.9056399,4.171841,11.49463,.,.,.,0.1153164,0.2031833,7.292324,3.6891,2.204283,0.0417112,0.1858023,.,1.257304,.,0.0738728,.,.,.,.,0.1208367,.,20.10273,10.70108,2.831441,0.9694529,1.457563,0.0168895,.,4.126311,0.037035,186.0968,0.2269728,3.028414,108.5625,46.29335,22.69723,23.59612,2.387831,25.59774,46.60822,41.26445,1.957684,3.386096,30.9779,5.18193,11.57894,1.357868,3.531966,6.050775,0.6383266,0.4513117,0.1477677,2.388866,0.4383937,1.486285,1.579563,7.724846,6.674177,4.608707,0.0093583,1.350437,3.248912,0.3687729,0.0740807,1.583268,.,0.0393479,0.4986247,3.113456,0.7616229,0.2782135,0.0083477,0.2077367,1.857535,4.980779,0.185449,0.00382,0.4375754,1.808676,0.8020806,1.743177,0.0430576,0.2466848,39.96348,25.94003,8.938732,0.2629906,5.238509,0.957337,0.6716866,0.5720568,0.0069478,9.291772,14.02345,12.68114,1.342304,.
Djibouti,718,1451.054,694.6687,415.1449,99.48263,5.883327,5.238805,0.123884,0.3411898,.,.,0.1794476,72.56809,139.4726,37.21137,1.011052,0.1336383,24.37134,11.69534,30.3082,1.049645,5.330837,0.0506458,4.427079,0.1266765,0.7264357,16.17588,2.132912,.,.,11.87227,0.1921286,.,.,1.251353,.,0.0024044,.,.,0.7248071,0.0525166,0.0525166,.,.,.,0.0602143,7.549556,137.9774,137.3571,0.1309597,0.4893199,16.62737,69.12205,31.19861,25.49798,8.315985,4.109476,55.79695,49.05743,0.2625506,.,0.1723899,6.304577,639.2896,91.97912,6.220467,3.293031,1.973978,0.9534576,4.912476,3.974625,5.040363,3.67699,1.142413,1.650571,0.4473407,0.4366653,0.9358315,2.909512,1.173925,0.8285523,0.3453723,10.68865,7.450998,0.7701872,2.988805,4.165958,0.2088144,1.699411,2.252335,1.067726,1.430788,1.197568,2.486743,0.2094843,6.780039,0.8703556,4.704195,1.205489,5.342438,14.39499,5.038313,28.26933,8.092288,0.0128779,2.15571,3.873338,2.050361,2.38582,.,.,.,.,.,1.941326,0.4379914,0.3742912,0.0123521,0.0067972,.,0.0445509,.,0.0065025,.,.,.,.,.,.,38.08805,30.2467,1.574802,5.37879,0.1115474,.,.,0.7762103,.,311.7152,4.297541,24.6987,125.2378,99.68329,37.80219,61.8811,7.790004,50.00788,39.16342,25.68323,11.96373,1.516464,77.36248,10.52015,27.79435,6.907697,9.16436,6.848921,4.873368,2.488069,2.354004,19.6058,1.836953,3.138743,1.622228,8.002184,18.84721,12.55698,0.0469705,3.644155,8.865859,.,0.1153056,5.495485,.,0.6794375,6.028615,1.45975,0.5936647,.,.,.,0.8660851,10.12871,2.480766,0.1002938,0.26666,2.655625,0.5038807,4.121485,.,0.7312919,117.0956,98.97797,32.70802,3.789988,18.16726,10.01213,10.47256,5.316157,.,18.51185,18.11761,8.572529,9.246667,0.2984167
Dominican Republic,8563,815.5055,177.2979,105.7377,11.51627,0.3700526,0.2892099,0.0128417,0.0450581,.,.,0.0229429,72.94692,11.10361,0.9062818,0.1096224,0.0150818,0.0019109,0.7796668,2.834122,0.578585,2.270871,0.0582854,1.668485,0.0960167,0.4480837,1.770888,0.05036,.,.,0.8103562,.,.,.,0.3414549,.,0.5292107,.,.,0.0395058,0.0103457,0.0103457,.,.,.,0.2096875,1.220086,27.48531,27.45593,0.0292535,0.000126,2.980657,35.90416,19.63969,9.839685,4.696461,1.728319,5.190025,4.936511,0.03416,.,0.0220996,0.1972551,555.3142,123.1201,4.46067,0.9028215,0.1655274,3.392321,1.689443,9.374055,7.128428,12.30425,5.320536,2.634202,3.038638,1.310873,3.159062,14.69357,1.568264,0.2234309,1.344833,7.068945,9.435982,1.087413,0.7003713,24.35901,0.1847349,0.4976992,0.675535,2.376775,0.7089076,1.752902,0.319339,0.0858025,2.718658,0.3588553,1.131141,1.228662,4.162883,12.60738,2.574538,30.97597,3.862632,0.079728,1.379084,1.086568,1.317252,3.441268,.,.,.,.,.,2.550932,0.8806165,0.7424253,0.0168703,0.0071202,.,0.1142008,.,0.0097191,.,.,.,.,.,.,24.43363,19.717,1.886854,1.949578,0.1499854,.,.,0.7302163,.,265.2258,3.300452,18.35672,148.0558,77.46565,33.4328,44.03285,4.140684,13.90653,22.00918,12.98348,6.935111,2.090589,45.02323,5.479796,32.20367,9.902077,4.672516,12.42707,5.202013,0.5948811,0.5042159,2.469607,0.27463919999999997,0.5789113,0.9241535,1.993354,21.99484,20.84345,0.0234992,6.870719,13.94923,.,0.0512128,1.023963,.,0.0762191,0.5989482,1.078605,0.287658,.,.,.,0.790947,10.77969,0.8648268,0.0053584,0.5641575,4.838281,0.1252479,4.38182,.,0.1957581,82.89339,54.97244,31.98911,0.5753,2.09026,1.892386,3.52943,3.322617,.,11.57334,27.92095,10.90338,17.01757,.
Ecuador,12629,690.4505,117.8282,40.41599,16.63519,0.7814361,0.7041266,0.0149579,0.0411326,.,.,0.0212189,3.362123,5.603723,0.1909774,.,0.0106275,.,0.1803499,1.33761,2.789935,1.093709,0.0253236,0.5286934,.,0.5396917,4.277896,0.4862479,.,0.2094911,.,0.0166875,.,.,3.056923,0.1207159,0.084862,.,0.2669401,0.0360284,0.1740932,0.0501525,.,.,0.1239407,.,4.169301,33.52774,33.42021,0.0778612,0.0296709,2.874419,23.59869,14.82375,3.819172,2.816318,2.139444,17.41135,10.55631,0.0145259,0.0258904,6.087771,0.7268504,482.8029,108.338,1.246791,0.6012946,0.0189751,0.6265216,1.711887,23.48452,5.613501,9.212077,5.321963,0.8159448,2.017265,1.056905,4.151851,7.538981,1.450811,0.5317305,0.9190801,4.95141,9.923374,0.6884322,1.562187,9.644115,0.3478739,1.101806,1.085657,3.072804,3.796169,0.8087908,0.8847634,0.0258374,4.646208,0.4812089,3.169402,0.9955968,5.213738,6.174432,3.433442,42.56079,4.757554,0.0300885,0.5294163,1.478865,2.719183,7.539266,.,.,.,.,0.0469899,6.302853,1.075902,0.7036567,0.0757145,0.0261629,.,0.2703684,.,0.1035741,.,.,.,.,0.0099468,.,10.37965,2.365714,1.698736,3.371395,0.0848163,.,.,2.85899,0.0089682,175.5558,1.180191,23.22939,83.60357,42.87306,20.94544,21.92762,2.232889,22.43672,37.23098,26.85248,1.694397,8.684102,45.93907,4.148064,20.52689,6.500464,0.7988037,9.526343,3.70128,0.9497136,0.1220202,3.686461,0.1513378,2.137954,2.487686,11.72894,29.27557,28.04439,0.0293984,8.051042,19.96395,0.6796656,0.0204903,0.5125134,.,0.0185132,0.3421443,1.723431,0.9753514,0.0918009,.,.,0.6562789,15.27413,0.7631572,0.0430887,0.9616999,8.097632,0.331602,5.076951,.,0.4441069,89.8194,58.08674,16.33931,1.245946,4.563395,1.571239,4.911936,1.275071,0.7047343,27.47511,31.73266,6.349729,25.35841,0.0245172
Egypt,69906,927.9205,113.2684,32.52319,2.318259,1.95341,1.942642,0.0019115,0.0059602,.,.,0.0028961,0.1614586,10.31319,3.340231,0.032643900000000003,0.0132438,1.840882,1.453461,1.957607,1.299426,1.596331,0.1449199,1.139086,0.0316939,0.2806308,6.530028,.,.,.,6.345991,0.0004645,.,.,0.0294327,0.0178576,0.0155392,.,.,0.1207439,0.0263568,0.0263568,.,.,.,0.0826404,2.944258,39.55643,39.5269,0.029284,0.0002392,1.484166,36.4938,21.10108,9.626168,2.847369,2.919187,3.210856,2.915389,0.093966,.,0.0478175,0.1536844,774.8087,111.8999,2.063744,1.128299,0.2602637,0.675182,1.8954,2.807003,3.994844,21.38479,1.547517,15.89047,2.575413,1.371388,3.473314,6.470071,0.3850733,0.0947927,0.2902807,11.62552,0.6927112,0.7418045,2.343403,3.063455,0.1668194,1.816864,7.712284,5.458724,1.315801,1.084964,1.470472,0.2453115,8.480612,1.328421,6.477602,0.6745885,5.7907,17.41622,3.732422,18.38701,6.209672,0.1335724,0.7283837,0.6845992,4.663117,0.3904197,.,.,.,.,.,0.2590663,0.1287345,0.1114596,0.0027392,0.0014922,.,0.0130435,.,0.002619,.,.,.,.,.,.,36.30046,32.11951,2.603042,0.7256472,0.1063489,.,.,0.7459137,.,386.9506,2.680502,10.95167,243.4866,103.8903,63.14064,40.74967,5.948096,19.99335,42.69214,28.1918,10.92331,3.577026,127.0105,3.225273,110.0687,6.601981,74.5545,8.317944,20.59423,0.6438896,0.0866768,4.099136,0.3189703,4.23463,1.372901,2.96033,27.7789,27.00003,0.0109614,11.23839,15.75067,.,0.0381847,0.6135636,.,0.1271273,0.140443,0.2478214,0.1268624,.,.,.,0.1209589,12.28629,0.9877401,0.0289449,0.3129986,4.673636,0.2015104,6.081465,.,0.7821437,39.84335,29.26698,13.18319,0.2888309,5.508116,2.632016,1.979059,1.300695,.,4.375077,10.57637,3.900611,6.663397,0.0123612
El Salvador,5868,901.0159,134.6655,44.88978,3.966323,0.1853581,0.1023238,0.0161336,0.0446284,.,.,0.0222722,19.51532,14.31426,0.5531675,0.0580556,0.0052697,1.7e-06,0.4898405,3.08806,0.5805748,0.1362175,0.0049597,0.1070593,0.0064962,0.0177023,1.137866,.,.,0.3428659,.,0.0010309,.,.,0.7228986,0.0175666,0.0347529,.,.,0.0187512,0.0444399,0.0444399,.,.,.,0.00647,1.36172,58.68309,58.64001,0.0427032,0.0003789,2.18212,20.61543,10.03586,4.644703,3.115118,2.819744,8.295129,8.215695,0.0310144,.,0.0142825,0.0341374,624.921,113.9113,1.942337,0.4923903,0.1864754,1.263471,1.75299,20.56994,5.870428,7.425446,2.332238,2.83822,1.303419,0.9515694,3.675938,5.759913,0.9228307,0.1817715,0.7410593,4.659592,9.103011,4.329137,1.271043,7.59404,0.0858659,1.104505,0.7700497,2.657306,2.331465,0.7766774,0.4701855,0.1995843,2.30479,0.5263241,1.592345,0.1861207,5.266638,23.06758,0.0844424,35.0142,2.377164,0.0259524,0.2415741,0.7190493,1.390588,30.51049,.,.,.,.,.,29.91559,0.5687381,0.3516206,0.0344103,0.0190873,.,0.1636199,.,0.0261576,.,.,.,.,.,.,41.97378,37.24097,2.217556,1.7364,0.1427312,.,.,0.636125,.,230.3479,1.532238,12.3436,157.435,42.49322,18.20049,24.29273,3.02251,13.52135,27.9832,19.96578,6.347323,1.67009,59.81945,11.15011,34.45739,8.544695,7.871308,12.23762,5.803768,1.821553,0.5411611,2.515395,0.434316,1.773491,2.322815,4.803224,68.46901,62.27845,0.0183229,23.36467,38.89546,.,0.0541468,6.061907,.,0.0745015,1.529783,2.286624,0.5298595,.,.,.,1.756764,10.23347,1.498403,0.0604837,0.1254768,5.806239,0.0624154,2.680452,.,0.3802661,141.4293,77.6899,42.98702,0.5153265,9.456506,1.817774,7.945248,2.584517,0.0386744,12.34483,63.73937,14.78758,48.71336,0.2384301
Equatorial Guinea,614,1698.545,762.7442,433.4311,18.09082,7.14026,6.677349,0.0883737,0.2487547,.,.,0.1257829,128.7472,91.41034,41.66305,0.5675258,0.5333207,32.92029,7.641913,24.94761,1.033247,5.499063,0.0903087,4.609506,0.1594532,0.6397947,100.956,64.09995,7.904603,.,13.14713,.,.,.,8.252457,.,0.0068478,.,4.684202,2.860765,1.251437,1.251437,.,.,.,0.3925844,12.29957,165.7487,165.5453,0.120977,0.0824498,21.1666,84.15099,37.43541,30.51578,11.08595,5.113858,58.24674,45.90179,0.6204395,.,0.2157509,11.50876,808.7908,94.03729,5.537382,2.545489,1.036994,1.954898,2.716578,5.562162,4.245772,6.591691,1.845607,1.321178,2.586112,0.8387929,1.226094,4.341435,1.289609,0.7421721,0.5474369,8.043839,10.4677,2.029628,1.649376,9.321889,0.1416539,0.9180627,2.697638,1.629049,1.06818,1.744415,0.6423143,0.2223423,5.857241,0.5821373,4.279217,0.995887,2.55811,13.53513,2.512274,45.28309,10.43965,0.0014314,5.6441,2.663181,2.130934,6.625378,.,.,.,.,.,4.012878,2.600322,2.329509,0.0490802,0.0264815,.,0.1952509,.,0.0121773,.,.,.,.,.,.,46.26758,37.73873,1.842978,5.411901,0.1073445,.,.,1.166629,.,397.205,7.825404,32.16561,169.6925,138.1466,56.80396,81.34259,10.79658,38.57843,56.98174,40.59106,14.4194,1.971279,101.1919,13.50029,47.00766,15.34014,13.83042,11.43748,6.399622,3.278351,2.783727,14.64336,2.052493,4.085779,2.838516,11.00175,23.41752,16.70188,0.0447848,4.704272,11.95282,.,0.0745049,6.305672,.,0.3354657,6.825673,1.839508,0.5615561,.,.,.,1.277952,15.20218,2.651901,0.0675522,0.9252892,3.843855,1.151646,6.561934,.,0.9619247,127.0099,101.615,19.95338,3.731427,17.06901,10.33254,18.64914,10.12011,.,21.75942,25.39488,21.20219,4.192693,.
Eritrea,3393,2458.839,725.2056,399.0293,8.141038,3.344455,2.533893,0.1553314,0.4271436,.,.,0.2280875,39.75718,190.7332,61.31095,0.6557895,0.0267303,52.96079,7.667636,36.69772,1.199183,7.608464,0.0637741,6.477094,0.1783865,0.8892099,38.82338,3.824607,.,.,14.41701,12.6879,.,.,5.244966,0.0516258,0.0024109,.,0.6816,1.913267,0.130395,0.130395,.,.,.,0.0254299,11.25788,165.4752,164.9288,0.2253582,0.3210783,43.10053,48.91352,17.28897,18.33751,11.04707,2.239984,68.68708,56.22103,0.4489055,.,0.2057084,11.81143,758.6857,83.83868,4.198375,2.10801,1.291115,0.7992508,4.863417,2.613793,4.714023,3.127001,0.9880932,1.180396,0.6420976,0.3164133,1.005236,2.023763,0.6568498,0.4692443,0.1876054,11.7134,7.555453,0.6305246,3.625051,2.080583,0.3199275,1.562166,1.505038,1.057149,1.006299,0.6692041,2.178705,0.1567743,5.82988,0.8455515,4.330062,0.6542662,4.948471,15.7976,1.739615,39.2201,8.876143,0.0090055,2.203434,4.842808,1.820894,3.609,.,.,.,.,.,3.124923,0.4776119,0.4025678,0.0162824,0.0088891,.,0.0498725,.,0.0064654,.,.,.,.,.,.,37.90025,29.644,1.732456,5.604793,0.1395868,.,.,0.7794144,.,378.7409,7.269797,32.81481,128.1978,142.1178,53.94828,88.16954,9.402081,58.93858,59.9927,40.94612,17.1839,1.862672,107.2872,15.76221,43.25484,10.86835,13.49662,11.82281,7.067051,3.182744,3.190869,22.56426,2.115113,4.023872,2.10684,11.08647,20.98769,14.22855,0.0524266,4.121029,10.05509,.,0.1012088,5.840866,.,0.8170694,6.027814,1.562116,0.6713945,.,.,.,0.8907213,8.135666,2.217338,0.1036374,0.1577522,2.24871,0.3167011,3.091528,.,0.7678348,974.9475,115.9668,32.74193,5.884428,22.49066,11.50012,10.84074,7.470433,.,25.03851,858.9807,18.94124,11.42168,828.6178
