6,Population ('000) (2)   ,All Causes   ,"Communicable, maternal, perinatal and nutritional conditions   ",A. Infectious and parasitic diseases  , 1. Tuberculosis , 2. STDs excluding HIV ,  a. Syphilis,  b. Chlamydia,  c. Gonorrhoea,  d. Trichomoniasis,  e. Genital herpes,  f. Other STDs, 3. HIV/AIDS , 4. Diarrhoeal diseases , 5. Childhood-cluster diseases ,  a. Whooping cough,  b. Diphtheria,  c. Measles,  d. Tetanus, 6. Meningitis , 7. Encephalitis , 8. Hepatitis ,  a. Acute hepatitis A,  b. Acute hepatitis B,  c. Acute hepatitis C,  d. Acute hepatitis E, 9. Parasitic and vector diseases ,  a. Malaria,  b. African Trypanosomiasis,  c. Chagas disease,  d. Schistosomiasis,  e. Leishmaniasis,  f. lymphatic filariasis,  g. Onchocerciasis,  h. Cysticercosis,  i. Echinococcosis,  j. Dengue,  k. Trachoma,  l. Yellow fever,  m. Rabies, 10. Intestinal nematode infections ,  a. Ascariasis,  b. Trichuriasis,  c. Hookworm disease,  d. Food-bourne trematodes, 11. Leprosy , 12. Other infectious diseases ,B. Respiratory Infectious   , 1. Lower respiratory infections , 2. Upper respiratory infections , 3. Otitis media ,C. Maternal conditions  ,D. Neonatal conditions  , 1. Preterm birth complications , 2. Birth asphyxia and birth trauma , 3. Neonatal sepsis and infections , 4. Other neonatal conditions ,E. Nutritional deficiencies  , 1. Protein-energy malnutrition , 2. Iodine deficiency , 3. Vitamin A deficiency , 4. Iron-deficiency anaemia , 5. Other nutritional deficiencies ,Noncommunicable diseases   ,A. Malignant neoplasms  , 1. Mouth and oropharynx cancers ,  a. Lip and oral cavity,  b. Nasopharynx,  c. Other pharynx, 2. Oesophagus cancer , 3. Stomach cancer , 4. Colon and rectum cancers , 5. Liver cancer ,  a. Liver cancer secondary to hepatitis B,  b. Liver cancer secondary to hepatitis C,  c. Liver cancer secondary to alcohol use,  d. Other liver cancer, 6. Pancreas cancer ," 7. Trachea, bronchus, lung cancers ", 8. Melanoma and other skin cancers ,  a. Malignant skin melanoma,  b. Non-melanoma skin cancer, 9. Breast cancer , 10. Cervix uteri cancer , 11. Corpus uteri cancer , 12. Ovary cancer , 13. Prostate cancer , 14. Testicular cancer , 15. Kidney cancer , 16. Bladder cancer , 17. Brain and nervous system cancers , 18. Gallbladder and biliary tract cancer , 19. Larynx cancer , 20. Thyroid cancer , 21. Mesothelioma ," 22. Lymphomas, multiple myeloma ",  a. Hodgkin lymphoma,  b. Non-Hodgkin lymphoma,  c. Multiple myeloma, 23. Leukaemia , 24. Other malignant neoplasms ,B. Other neoplasms  ,C. Diabetes mellitus  ,"D. Endocrine, blood, immune disorders  ", 1. Thalassaemias , 2. Sickle cell disorders and trait , 3. Other haemoglobinopathies and haemolytic anaemias ," 4. Other endocrine, blood and immune disorders ",E. Mental and substance use disorders  , 1. Depressive disorders ,  a. Major depressive disorder,  b. Dysthymia, 2. Bipolar disorder , 3. Schizophrenia , 4. Alcohol use disorders , 5. Drug use disorders ,  a. Opioid use disorders,  b. Cocaine use disorders,  c. Amphetamine use disorders,  d. Cannabis use disorders,  e. Other drug use disorders, 6. Anxiety disorders , 7. Eating disorders , 8. Autism and Asperger syndrome , 9. Childhood behavioural disorders ,  a. Attention deficit/hyperactivity syndrome,  b. Conduct disorder, 10. Idiopathic intellectual disability , 11. Other mental and behavioural disorders ,F. Neurological conditions  , 1. Alzheimer disease and other dementias , 2. Parkinson disease , 3. Epilepsy , 4. Multiple sclerosis , 5. Migraine , 6. Non-migraine headache , 7. Other neurological conditions ,G. Sense organ diseases  ,H. Cardiovascular diseases  , 1. Rheumatic heart disease , 2. Hypertensive heart disease , 3. Ischaemic heart disease , 4. Stroke ,  a. Ischaemic stroke,  b. Haemorrhagic stroke," 5. Cardiomyopathy, myocarditis, endocarditis ", 6. Other circulatory diseases ,I. Respiratory diseases  , 1. Chronic obstructive pulmonary disease , 2. Asthma , 3. Other respiratory diseases ,J. Digestive diseases  , 1. Peptic ulcer disease , 2. Cirrhosis of the liver ,  a. Cirrhosis due to hepatitis B,  b. Cirrhosis due to hepatitis C,  c. Cirrhosis due to alcohol use,  d. Other liver cirrhosis, 3. Appendicitis , 4. Gastritis and duodenitis , 5. Paralytic ileus and intestinal obstruction , 6. Inflammatory bowel disease , 7. Gallbladder and biliary diseases , 8. Pancreatitis , 9. Other digestive diseases ,K. Genitourinary diseases  , 1. Kidney diseases ,  a. Acute glomerulonephritis,  b. Chronic kidney disease due to diabetes,  c. Other chronic kidney disease, 2. Benign prostatic hyperplasia , 3. Urolithiasis , 4. Other urinary diseases , 5. Infertility , 6. Gynecological diseases ,L. Skin diseases  ,M. Musculoskeletal diseases  , 1. Rheumatoid arthritis , 2. Osteoarthritis , 3. Gout , 4. Back and neck pain , 5. Other musculoskeletal disorders ,N. Congenital anomalies  , 1. Neural tube defects , 2. Cleft lip and cleft palate , 3. Down syndrome , 4. Congenital heart anomalies , 5. Other chromosomal anomalies , 6. Other congenital anomalies ,O. Oral conditions  ,P. Sudden infant death syndrome  ,Injuries   ,A. Unintentional injuries  , 1. Road injury , 2. Poisonings , 3. Falls ," 4. Fire, heat and hot substances ", 5. Drowning , 6. Exposure to mechanical forces , 7. Natural disasters , 8. Other unintentional injuries ,B. Intentional injuries  , 1. Self-harm , 2. Interpersonal violence , 3. Collective violence and legal intervention 
Maldives,428,514.0283,33.15969,13.34976,7.10753,0.0917684,0.0631777,0.0045798,0.0166347,.,.,0.0073762,0.7077336,1.385925,0.0687308,0.0181275,0.0005121,0.0028071,0.047284,0.4200546,0.6941772,0.3423841,0.0120794,0.2724033,0.0100707,0.0478307,1.536915,.,.,.,.,.,.,.,.,.,1.536915,.,.,.,0.0002838,0.0002838,.,.,.,0.3014736,0.692786,9.807491,9.795558,0.0079599,0.0039731,0.8638261,6.562136,3.656933,1.38808,0.5642654,0.9528579,2.57647,1.59027,0.0146136,.,0.0432351,0.9283513,452.4871,86.16739,8.312038,4.677949,0.4422821,3.191808,4.348848,3.842347,5.17017,3.663014,1.694356,0.8243468,0.6044395,0.539871,1.874109,8.76679,0.876103,0.3725006,0.5036024,5.673249,2.935602,0.4075722,2.704669,2.964275,0.0176146,0.8987127,1.478194,1.335992,0.9428391,1.329936,1.583136,0.4191115,2.903002,0.1159661,1.929263,0.857773,3.071801,20.64827,0.5390837,18.13948,6.071189,0.130049,0.0007543,1.970654,3.969731,0.7165902,.,.,.,.,.,0.215293,0.4928264,0.228666,0.0500377,0.0224284,.,0.1916943,.,0.0084708,.,.,.,.,.,.,40.65359,35.9121,2.78043,1.196692,0.0377341,.,.,0.7266352,.,199.0046,2.302145,8.543285,137.0207,36.56705,14.19155,22.3755,2.797396,11.77404,48.90722,39.03417,2.260291,7.612751,11.19763,0.8983595,7.327796,2.603504,1.426121,1.440076,1.858096,0.2032313,0.0130725,1.256689,0.2602686,0.1590695,0.2791565,0.7999875,31.8636,29.72584,0.0148555,14.96312,14.74786,.,0.0936633,2.042068,.,0.0020323,3.079063,0.5850081,0.0840208,.,.,.,0.5009873,5.35154,0.0688448,0.0011705,0.3817226,1.800654,1.406134,1.693014,.,0.211027,28.38153,18.03332,4.452654,0.0520299,5.085358,1.239937,3.708712,0.772375,.,2.722255,10.34821,2.738646,3.459829,4.149735
Mali,17995,1527.793,598.0663,380.3362,19.99051,9.923984,9.602178,0.066121,0.1686708,.,.,0.0870151,51.34804,170.7499,3.039342,0.6070588,0.0458086,0.2604989,2.125976,35.7917,1.437965,4.617155,0.0378781,3.721932,0.1167911,0.7405537,71.82746,61.16422,.,.,5.972276,.,.,.,2.941242,0.0088871,0.0302717,.,0.5162111,1.194353,0.0944497,0.0944497,.,.,.,0.3398051,11.17589,82.00762,81.79544,0.1975462,0.0146333,30.60811,65.9439,25.13198,22.10849,16.60907,2.09437,39.17047,34.0162,0.2392728,.,0.1935443,4.72145,807.5722,93.70575,2.806666,1.952611,0.0970246,0.7570308,0.9808034,9.138137,5.385456,4.781048,2.444315,1.013669,0.70243,0.6206335,1.47654,2.363028,1.095837,0.8238011,0.2720356,9.707044,17.88678,0.8969797,2.732244,5.266189,0.5793008,1.562787,5.310555,0.5709397,0.4224909,0.456263,1.848258,0.2916803,3.594321,0.5964981,2.601344,0.396479,0.9584447,13.59396,1.995839,42.27017,13.06985,0.0088019,6.637602,2.938787,3.484658,3.731691,.,.,.,.,.,1.865154,1.862598,1.570329,0.0537245,0.0281456,.,0.2103982,.,0.0039396,.,.,.,.,.,.,46.12216,38.21174,2.54886,4.498205,0.1233014,.,.,0.7400511,.,390.061,7.412072,14.59109,195.6943,129.2791,58.89841,70.38066,7.20814,35.87636,85.13102,54.81904,23.17693,7.135061,75.79799,8.646073,33.36772,12.67216,8.354704,7.727435,4.613417,3.165605,1.53799,13.14084,1.013999,2.341228,3.961382,8.623157,36.71792,25.68564,0.0200922,7.369721,18.29583,.,0.0996614,10.59732,.,0.3352981,4.911203,1.215738,0.3032997,.,.,.,0.9124387,12.25071,2.892989,0.0795445,0.1567381,3.296317,0.2812881,5.543838,.,0.5910565,122.1546,98.65714,36.10381,3.203721,18.30097,6.91825,8.232653,6.771907,.,19.12583,23.49747,8.870722,12.43179,2.194961
Malta,429,389.341,26.86637,3.102165,0.3202007,0.0281007,0.0088285,0.0032176,0.011908,.,.,0.0041465,0.4807203,0.1813057,0.0001048,.,0.0001048,.,.,0.3233956,0.5216894,0.1376113,0.0122155,0.0688637,.,0.056532,5.9e-05,.,.,.,.,5.9e-05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.108977,18.15893,17.92357,0.2349901,0.0003734,0.0836584,5.310711,4.219177,0.7534387,0.1595129,0.1785833,0.2109,0.0890842,6.34e-05,.,0.1212762,0.0004761,344.6156,110.2921,3.270618,1.771524,0.467451,1.031643,2.482086,5.097083,14.17103,2.953596,0.7150565,1.209266,0.8388722,0.1904017,10.00654,20.90298,1.855482,1.492142,0.3633403,10.59509,0.5728786,2.607319,3.744088,4.642598,0.1664667,3.713471,3.289343,3.713981,0.7676967,0.7906473,0.7112925,1.229564,5.981349,0.4864882,3.974742,1.520119,3.236435,3.79042,2.293509,15.49315,2.33982,0.0763303,0.0337082,0.6315395,1.598242,2.089151,.,.,.,0.0279337,0.1401675,0.3976634,1.449137,0.8475741,0.0262415,0.136538,.,0.4387833,.,0.0620803,.,.,.,.,0.0121696,.,23.09995,13.71445,4.471086,0.4724312,0.2122445,.,.,4.229732,.,138.512,0.2879236,1.984975,92.82003,29.19837,14.68211,14.51625,2.916496,11.30425,19.90576,13.8954,0.8638171,5.146542,12.62078,0.9063336,3.172781,0.7198471,0.7664214,1.511127,0.1753849,0.0025045,0.1113293,1.016033,0.5754824,1.270452,0.6102722,4.955595,8.76038,4.725119,0.0097553,1.442394,3.27297,0.2616184,0.1484006,3.623697,.,0.0015455,2.125556,1.956061,0.1551491,0.1000544,.,0.0418575,1.659,5.016785,0.3340488,0.0030426,0.3546662,1.029353,1.250425,2.045249,.,0.110626,17.85905,10.47143,2.722881,0.0933751,4.514391,0.0095331,0.5206682,0.7996823,.,1.810905,7.387612,6.532127,0.8554843,.
Mauritania,4301,1211.219,461.6434,229.7295,41.57112,7.126624,6.947714,0.0358535,0.0956246,.,.,0.0474321,24.03478,82.62137,2.504109,0.2431247,0.0363076,1.201263,1.023414,17.36617,1.179826,2.968274,0.037011,2.42556,0.0823809,0.4233223,39.3252,33.06484,.,.,4.022233,.,.,.,1.237841,.,0.0102427,.,0.5563271,0.43372,0.0338076,0.0338076,.,.,.,0.3194745,10.67875,130.8232,130.7169,0.0923359,0.0139684,23.0988,61.32314,29.03698,16.38587,13.56851,2.331781,16.66885,15.08231,0.1295373,.,0.0570726,1.399931,651.5848,71.36402,1.777014,1.182189,0.1745338,0.4202909,0.7828481,3.519999,3.077376,12.7516,7.334171,2.206895,1.552899,1.657633,1.450765,1.459855,0.9490574,0.7292261,0.2198314,7.420318,9.94314,0.6490403,1.777941,8.30761,0.1191855,0.7590324,1.670126,0.4515313,0.4361792,0.5618228,0.8336947,0.2036964,3.25956,0.459394,2.389508,0.4106578,1.051398,8.151227,2.604989,34.30174,9.188983,0.1616551,2.772452,2.605365,3.64951,3.421602,.,.,.,.,.,1.443961,1.973557,1.701788,0.0398847,0.0219002,.,0.2099839,.,0.0040836,.,.,.,.,.,.,44.13885,37.02759,2.834501,3.249022,0.1455596,.,.,0.8821783,.,327.0607,3.714304,10.66054,186.4491,93.67262,51.77938,41.89323,5.826359,26.73784,39.67234,26.82999,9.190946,3.651399,65.89975,4.503672,33.79147,15.39322,6.507524,7.486401,4.404325,2.266844,1.019517,11.61007,0.8988332,1.829796,3.169556,6.810001,35.63127,24.28239,0.018279,6.977626,17.28648,.,0.0951991,11.04599,.,0.2076873,5.496504,1.165088,0.2325618,.,.,.,0.9325258,10.91489,2.407495,0.0972882,0.2131189,2.723826,0.6187198,4.854442,.,0.7240735,97.99048,78.96757,33.71135,1.88301,15.69298,4.589655,4.922287,3.978243,.,14.19005,19.02291,7.523657,11.49926,.
Mauritius,1262,650.6204,51.01046,17.33647,1.319455,0.0827223,0.0827223,.,.,.,.,.,9.227751,1.287822,0.0006491,.,0.0006491,.,.,0.3074848,2.024893,0.3030644,0.0441573,0.0619517,.,0.1969554,3.29e-05,.,.,.,.,.,.,.,.,.,3.29e-05,.,.,.,0.0006093,0.0006093,.,.,.,.,2.781983,17.29779,16.94161,0.3561752,1.02e-05,0.5755402,12.72342,5.785525,2.552781,2.336461,2.048657,3.077239,0.5467419,0.0029807,.,2.401216,0.1263004,565.4319,76.70726,3.259457,1.93592,0.1370361,1.186501,1.67369,4.687162,10.29105,3.019689,0.8846863,0.7981735,0.8274872,0.5093416,3.315786,9.63896,0.4922261,0.2019883,0.2902378,11.7321,3.554551,0.6686245,1.941229,4.023107,0.1492113,0.9420694,1.561641,1.250954,1.26614,1.115719,0.5623299,.,4.248314,0.7613836,2.013532,1.473398,3.20325,4.109992,4.022042,146.3049,5.268546,0.0999358,0.0034738,2.225538,2.939598,3.851847,.,.,.,.,.,3.098845,0.7322141,0.3069279,0.0191549,0.0130358,.,0.3930955,.,0.0207874,.,.,.,.,.,.,10.83648,2.5182,1.451728,2.893239,.,.,.,3.973312,.,212.092,0.9661368,18.42014,114.7826,64.35676,21.40362,42.95314,4.854708,8.711707,56.97576,38.24864,6.673164,12.05396,22.85459,1.261368,9.471362,3.686718,1.865844,1.93274,1.986061,0.0912018,0.2638316,1.432139,0.0559751,0.7834161,1.706301,7.788991,13.60952,8.414891,0.0021698,2.81758,5.595141,0.1974209,0.11152,4.843948,.,0.0417371,3.162722,1.367803,0.1387907,.,.,.,1.229012,8.052172,0.2389522,0.0013032,0.2422144,3.442091,0.0920169,4.035594,0.2173439,0.1088615,34.17809,25.40192,11.63119,0.0977436,3.72422,1.709308,2.831337,0.2698099,.,5.138311,8.776167,7.287327,1.488841,.
Mexico,127540,563.2906,51.92146,13.76322,1.925655,0.1442698,0.0652935,0.0149995,0.0449253,.,.,0.0190515,3.739006,3.017629,0.0398368,0.0328143,0.0007912,.,0.0062313,0.3352987,1.564969,0.6528186,0.0498948,0.2487708,.,0.354153,0.3529153,.,.,0.0284189,.,0.0012425,.,.,0.2091574,0.007709,0.1023929,.,.,0.0039945,0.0063304,0.0063304,.,.,.,.,1.984493,18.61514,18.51624,0.0810721,0.0178235,0.5808665,10.17702,5.269969,1.921173,2.014525,0.9713567,8.785209,6.255609,0.0040455,.,1.879388,0.6461665,457.8095,72.09553,1.179366,0.7539424,0.069532,0.3558919,1.069722,5.88116,5.562221,5.8924,1.367911,2.131919,1.819493,0.5730772,3.896175,6.52909,1.586849,0.6186949,0.9681538,5.937701,4.348204,0.5380135,2.1237,6.201684,0.4277714,2.327756,1.04373,2.201729,1.86892,0.8519864,0.7406575,0.2744482,4.156187,0.4989411,2.49534,1.161906,3.870995,3.58506,5.253413,91.40543,9.477524,0.0495461,0.1163741,0.9524531,8.359151,4.284764,.,.,.,0.0077479,0.1139505,3.236922,0.8467803,0.5932895,0.0480928,0.0323526,.,0.1730454,.,0.0677399,.,.,.,.,0.0116239,.,9.66544,3.355868,1.255998,1.592233,0.2638415,0.002355,.,3.195144,0.0196066,136.5748,0.7278417,7.906094,86.68377,30.60604,13.45554,17.1505,1.536802,9.114217,30.99963,23.71338,1.205806,6.080447,56.26793,2.18278,25.32483,5.174537,6.927394,9.308763,3.914135,0.6002164,0.8051313,2.187625,0.2332125,2.605043,1.849492,20.4796,26.20913,20.11606,0.0315368,5.18857,14.89595,0.7216985,0.3921075,4.858793,.,0.1204723,2.193438,4.373238,1.259924,0.286197,0.0678837,0.1008268,2.658407,8.588648,0.3575161,0.0361222,0.366207,4.289499,0.3173473,3.221957,0.1361296,0.2648865,53.55967,29.22705,12.28468,0.4383111,2.403947,0.4617397,1.615083,1.121408,.,10.90188,24.33263,5.159381,16.86945,2.303793
Micronesia (Federated States of),105,959.3862,134.2627,51.35008,30.02898,2.723175,2.564281,0.0309812,0.083162,.,.,0.044751,.,8.804369,0.3315774,0.1764749,0.0056743,0.0226826,0.1267456,2.333404,0.4092951,0.7273728,0.0203126,0.611314,0.0163883,0.0793579,0.109923,.,.,.,.,.,.,.,.,.,0.109923,.,.,.,0.0615104,0.0615104,.,.,.,1.453549,4.366926,47.0622,47.00432,0.0565589,0.0013168,2.721727,26.81288,12.05307,8.338449,4.015502,2.405852,6.315862,6.132776,0.034537,.,0.0173292,0.1312196,780.0996,114.7147,4.592048,2.140727,1.150372,1.300949,1.997437,8.983106,9.739936,9.706952,5.895771,0.5044543,1.754515,1.552211,4.420933,19.28261,2.139538,0.6990188,1.440519,11.84199,5.031667,3.16913,2.094052,8.826151,0.1372904,1.050192,1.471108,1.715853,1.075943,1.330802,0.6222705,0.1804417,4.679251,0.2775433,2.938544,1.463163,5.158349,5.467607,1.516385,99.38017,6.584117,0.072337,0.0003627,0.8222338,5.689183,1.129721,.,.,.,.,.,0.5648816,0.5607598,0.3192715,0.0298568,0.0136694,.,0.197962,.,0.0040798,.,.,.,.,.,.,36.65014,32.33547,2.026265,1.145165,0.0687444,.,.,1.074494,.,349.243,10.31968,20.41638,168.7483,116.1723,45.3837,70.78864,12.07958,21.50679,63.51209,42.26618,15.27438,5.971531,32.52174,5.219594,14.70338,7.593529,0.6935697,2.116766,4.29952,1.650196,0.1416763,2.097871,0.6403691,2.756805,0.9899311,4.321915,57.09018,52.09596,0.0470386,26.60488,25.44405,.,0.146406,4.817858,.,0.0299562,6.175733,1.373431,0.1782478,.,.,.,1.195183,9.833764,0.5903144,0.0059705,0.2545348,4.421589,0.3269464,4.234408,.,0.3744133,45.02388,28.72615,3.190592,1.080463,3.773413,1.657164,7.417673,2.576337,.,9.030511,16.29772,11.26012,5.037607,.
Mongolia,3027,949.3825,56.07968,29.38019,22.01413,0.3050584,0.2586803,0.0086112,0.0256744,.,.,0.0120925,0.3157547,1.7486,2.18361,0.0168425,0.0029047,2.122153,0.0417095,1.13931,0.4930009,0.4916682,0.0951174,0.2811269,0.0149061,0.1005179,0.0109022,.,.,.,.,.,.,.,0.0109022,.,.,.,.,.,0.2931753,.,.,.,0.2931753,.,0.3849805,12.53024,12.50832,0.0207042,0.0012174,0.7341379,13.07715,5.486317,4.288283,2.133925,1.168627,0.3579549,0.1489683,0.0179745,.,0.0225858,0.1684264,825.6847,210.7175,3.187032,2.042903,0.3654107,0.778718,19.46469,29.12363,5.188789,92.78788,45.13887,23.33388,17.83402,6.481116,3.451019,22.92015,1.791848,0.5387442,1.253104,2.146966,5.93805,0.8099962,1.527495,0.9710616,0.5666201,2.491591,1.344767,2.428793,0.4618186,1.469414,0.807077,0.4019847,2.731583,0.2796615,2.188904,0.2630177,1.759447,6.94581,1.729713,4.632643,1.948771,0.0604525,0.0870389,0.4443321,1.356948,11.45324,.,.,.,.,.,10.36708,1.085387,0.8743013,0.0481684,0.0356648,.,0.1272525,.,0.0007703,.,.,.,.,.,.,24.7843,19.44282,2.786561,1.764639,0.1389233,.,.,0.6513561,.,445.3586,5.710028,9.058725,247.8767,166.0574,17.83606,148.2213,7.064953,9.590828,20.79898,13.01328,4.854632,2.931064,78.29239,9.410535,57.18787,21.61587,10.4847,15.69515,9.392146,1.237938,0.5649642,2.933873,0.3491008,2.276034,1.620167,2.711911,18.42557,15.26537,0.0073721,6.478969,8.779026,.,0.036126,3.11159,.,0.0124832,0.3362971,0.4710924,0.1510681,.,.,.,0.3200244,6.555687,0.0808287,0.0671619,0.3675275,3.141151,0.3537291,2.545289,.,0.1798792,67.61809,45.62181,21.58422,1.682073,6.159011,2.177054,3.61777,0.8667303,.,9.534954,21.99627,13.25304,8.743234,.
Montenegro,629,606.7632,12.30572,2.229406,0.2074964,0.0204112,0.0123832,0.0014156,0.0045595,.,.,0.0020529,1.217687,0.0418239,0.0260211,0.0179483,0.000583,0.00043,0.0070598,0.1920015,0.1314774,0.1778307,0.0086377,0.1356078,0.0064565,0.0271287,0.0263601,.,.,.,.,0.0263601,.,.,.,.,.,.,.,.,0.0004797,0.0004797,.,.,.,.,0.187817,5.332021,5.323597,0.0084039,2e-05,0.0640553,4.584907,2.00111,2.362961,0.1433393,0.0774962,0.0953343,0.0539069,0.0034545,.,0.00497,0.0330029,565.7672,148.4283,3.323269,2.052553,0.1369822,1.133735,2.075575,7.935446,17.08932,7.439355,1.775613,2.131338,3.028908,0.5034956,7.842525,36.63122,2.330829,1.53921,0.7916198,10.59586,2.70195,1.678489,3.0624,7.267324,0.2348121,2.755295,4.330766,5.252764,2.405906,3.035769,0.6336461,0.1473224,4.345382,0.54397,2.624323,1.177089,3.972997,11.34009,.,14.44679,0.7780383,0.0078322,0.0152023,0.2722123,0.4827915,2.934893,.,.,.,.,.,1.091557,1.842668,1.45233,0.0046812,0.0112296,.,0.3744271,.,0.0006677,.,.,.,.,.,.,28.66506,23.76344,3.651051,0.4460257,0.4620339,.,.,0.3425064,.,329.1994,1.155351,2.36995,146.7673,141.1327,21.8095,119.3232,18.04861,19.72552,16.08809,14.45648,1.123627,0.5079817,12.571,1.39902,4.122879,0.9376055,0.8592538,1.537033,0.7889875,0.0911408,0.0207762,1.520026,0.2060791,0.8030384,0.9580922,3.449948,11.31824,10.84638,0.0157618,3.621329,7.209285,.,0.0135964,0.4564371,.,0.0018331,0.0807377,0.2645022,0.1165569,.,.,.,0.1479454,0.7610859,0.0111015,0.0220873,0.1555382,0.3179453,0.0279319,0.2264818,.,0.2310431,28.69034,18.59067,7.802189,0.4016955,2.41666,0.7627859,0.6986768,1.779204,.,4.729453,10.09968,7.911468,2.18821,.
Morocco,35277,636.2743,76.45074,22.25356,11.60214,1.548015,1.533206,0.0029578,0.0082961,.,.,0.0035552,1.836301,4.129288,0.2569758,0.0118507,0.0010423,0.0092354,0.2348475,0.8861539,0.2189053,0.3070521,0.006638,0.2485384,0.00714,0.0447357,0.4420675,.,.,.,0.2059347,0.0646379,.,.,0.0063002,0.042493,.,.,.,0.1227016,0.0035759,0.0035759,.,.,.,0.0199025,1.003189,26.04449,26.02399,0.0163324,0.00417,1.417935,25.19806,11.20971,7.212545,5.42521,1.350592,1.53669,1.219911,0.0399065,.,0.0339785,0.2428946,524.5398,83.48357,3.055647,1.240162,1.442923,0.3725614,1.154709,3.70666,6.281902,1.243119,0.2261776,0.6906696,0.1885613,0.1377101,2.051455,12.75634,0.8754791,0.2193248,0.6561543,9.605985,3.64468,0.5550329,1.909621,7.109982,0.228377,1.329975,3.500605,2.166459,1.599356,1.406972,1.727319,0.0736933,7.402805,1.115214,4.69672,1.59087,2.671438,7.425953,4.000444,39.15707,3.444284,0.1274977,0.1211462,0.6255237,2.570117,1.40381,.,.,.,.,.,0.1926553,1.2099,1.08376,0.0146199,0.0077088,.,0.1038115,.,0.0012541,.,.,.,.,.,.,49.96158,44.1265,3.200505,2.080368,0.094442,.,.,0.4597727,.,260.3437,1.268961,6.371057,175.3621,58.95938,37.61093,21.34845,3.673267,14.70898,23.89515,17.52612,3.923326,2.445701,17.62683,2.031649,9.271832,1.575308,4.401453,0.8124371,2.482634,0.4796515,0.0584901,1.94313,0.1881108,1.124987,0.6123398,1.916637,31.25302,29.48022,0.0111829,9.163189,20.30584,.,0.0233924,1.740674,.,0.0087339,1.912065,0.4113927,0.091379,.,.,.,0.3200137,7.186421,0.2187253,0.0035953,0.3688159,2.894663,0.3387289,3.361893,.,0.4604654,35.28374,30.81567,19.86988,0.5662677,3.327379,1.499707,1.360506,1.130712,.,3.061221,4.468072,3.05315,1.414922,.
Mozambique,28829,1306.772,692.301,540.482,119.2785,5.068687,4.729343,0.0650227,0.1842584,.,.,0.0900623,300.0887,46.88585,2.725173,0.4167735,0.0146756,0.8640161,1.429707,12.59061,0.593042,3.44036,0.0427319,2.778579,0.107296,0.5117527,42.50061,37.26202,.,.,2.93674,.,.,.,1.437859,0.0281096,0.0262234,.,.,0.8096587,0.2649633,0.2649633,.,.,.,1.332558,5.712976,70.66131,70.47117,0.1333615,0.056787,15.57595,48.35485,18.13591,16.51282,11.38597,2.320159,17.22686,13.59562,0.1455009,.,0.0526407,3.433096,522.6303,142.068,6.554628,4.30342,1.566782,0.6844252,10.17706,1.34169,1.767198,4.226435,1.483342,1.482124,0.8877031,0.3732666,3.171952,2.965219,1.53012,1.145485,0.3846349,4.889208,26.76118,0.7624477,0.5000964,5.119866,0.174505,0.1602573,1.173981,0.3118407,1.121487,0.8078213,0.6670787,0.2784843,8.338464,0.6488761,5.702615,1.986972,3.827209,55.43976,3.656517,24.04794,6.348672,0.0576206,0.9959673,3.450378,1.844706,2.006012,.,.,.,.,.,1.759894,0.2429509,0.1824451,0.0122428,0.0065697,.,0.0416933,.,0.0031673,.,.,.,.,.,.,31.58441,27.56107,1.491722,1.965341,0.0729972,.,.,0.4932808,.,220.7049,2.626862,19.02385,77.0827,79.25302,34.40162,44.8514,4.760397,37.95807,24.93883,17.28569,6.939297,0.7138479,38.23132,6.253054,10.64355,2.605051,3.661079,2.518945,1.858473,1.239071,1.616779,10.95907,1.050986,2.016938,0.7769591,3.674907,13.32947,9.252593,0.0312953,2.653571,6.567727,.,0.0599736,3.551054,.,0.4658494,5.295826,0.8509875,0.3780451,.,.,.,0.4729424,8.679776,1.820918,0.1002315,0.147551,2.506122,0.38276,3.722193,.,0.8876341,91.84089,80.4584,39.12759,2.644933,12.91595,5.589815,5.454248,3.675738,.,11.05012,11.38249,8.42744,2.731771,0.2232788
